salesorderid,salesreasonid,name,reasontype
46226,5,Manufacturer,Other
46226,9,Quality,Other
46231,5,Manufacturer,Other
46231,9,Quality,Other
46232,5,Manufacturer,Other
46232,9,Quality,Other
46233,5,Manufacturer,Other
46233,9,Quality,Other
46234,5,Manufacturer,Other
46234,9,Quality,Other
46235,5,Manufacturer,Other
46235,9,Quality,Other
46237,5,Manufacturer,Other
46237,9,Quality,Other
46238,5,Manufacturer,Other
46238,9,Quality,Other
46239,5,Manufacturer,Other
46239,9,Quality,Other
46240,5,Manufacturer,Other
46240,9,Quality,Other
46242,5,Manufacturer,Other
46242,9,Quality,Other
46243,5,Manufacturer,Other
46243,9,Quality,Other
46244,5,Manufacturer,Other
46244,9,Quality,Other
46245,5,Manufacturer,Other
46245,9,Quality,Other
46246,5,Manufacturer,Other
46246,9,Quality,Other
46250,5,Manufacturer,Other
46250,9,Quality,Other
46252,5,Manufacturer,Other
46252,9,Quality,Other
46253,5,Manufacturer,Other
46253,9,Quality,Other
46254,5,Manufacturer,Other
46254,9,Quality,Other
46255,5,Manufacturer,Other
46255,9,Quality,Other
46256,5,Manufacturer,Other
46256,9,Quality,Other
46258,5,Manufacturer,Other
46258,9,Quality,Other
46259,5,Manufacturer,Other
46259,9,Quality,Other
46260,5,Manufacturer,Other
46260,9,Quality,Other
46262,5,Manufacturer,Other
46262,9,Quality,Other
46263,5,Manufacturer,Other
46263,9,Quality,Other
46265,5,Manufacturer,Other
46265,9,Quality,Other
46266,5,Manufacturer,Other
46266,9,Quality,Other
46267,5,Manufacturer,Other
46267,9,Quality,Other
46268,5,Manufacturer,Other
46268,9,Quality,Other
46269,5,Manufacturer,Other
46269,9,Quality,Other
46270,5,Manufacturer,Other
46270,9,Quality,Other
46271,5,Manufacturer,Other
46271,9,Quality,Other
46272,5,Manufacturer,Other
46272,9,Quality,Other
46275,5,Manufacturer,Other
46275,9,Quality,Other
46276,5,Manufacturer,Other
46276,9,Quality,Other
46279,5,Manufacturer,Other
46279,9,Quality,Other
46280,5,Manufacturer,Other
46280,9,Quality,Other
46287,5,Manufacturer,Other
46287,9,Quality,Other
46288,5,Manufacturer,Other
46288,9,Quality,Other
46289,5,Manufacturer,Other
46289,9,Quality,Other
46291,5,Manufacturer,Other
46291,9,Quality,Other
46292,5,Manufacturer,Other
46292,9,Quality,Other
46293,5,Manufacturer,Other
46293,9,Quality,Other
46296,5,Manufacturer,Other
46296,9,Quality,Other
46297,5,Manufacturer,Other
46297,9,Quality,Other
46298,5,Manufacturer,Other
46298,9,Quality,Other
46299,5,Manufacturer,Other
46299,9,Quality,Other
46300,5,Manufacturer,Other
46300,9,Quality,Other
46301,5,Manufacturer,Other
46301,9,Quality,Other
46302,5,Manufacturer,Other
46302,9,Quality,Other
46305,5,Manufacturer,Other
46305,9,Quality,Other
46306,5,Manufacturer,Other
46306,9,Quality,Other
46307,5,Manufacturer,Other
46307,9,Quality,Other
46308,5,Manufacturer,Other
46308,9,Quality,Other
46311,5,Manufacturer,Other
46311,9,Quality,Other
46312,5,Manufacturer,Other
46312,9,Quality,Other
46313,5,Manufacturer,Other
46313,9,Quality,Other
46314,5,Manufacturer,Other
46314,9,Quality,Other
46315,5,Manufacturer,Other
46315,9,Quality,Other
46318,5,Manufacturer,Other
46318,9,Quality,Other
46319,5,Manufacturer,Other
46319,9,Quality,Other
46390,5,Manufacturer,Other
46390,9,Quality,Other
46391,5,Manufacturer,Other
46391,9,Quality,Other
46392,5,Manufacturer,Other
46392,9,Quality,Other
46393,5,Manufacturer,Other
46393,9,Quality,Other
46394,5,Manufacturer,Other
46394,9,Quality,Other
46396,5,Manufacturer,Other
46396,9,Quality,Other
46398,5,Manufacturer,Other
46398,9,Quality,Other
46399,5,Manufacturer,Other
46399,9,Quality,Other
46400,5,Manufacturer,Other
46400,9,Quality,Other
46401,5,Manufacturer,Other
46401,9,Quality,Other
46402,5,Manufacturer,Other
46402,9,Quality,Other
46403,5,Manufacturer,Other
46403,9,Quality,Other
46404,5,Manufacturer,Other
46404,9,Quality,Other
46405,5,Manufacturer,Other
46405,9,Quality,Other
46406,5,Manufacturer,Other
46406,9,Quality,Other
46409,5,Manufacturer,Other
46409,9,Quality,Other
46411,5,Manufacturer,Other
46411,9,Quality,Other
46412,5,Manufacturer,Other
46412,9,Quality,Other
46415,5,Manufacturer,Other
46415,9,Quality,Other
46416,5,Manufacturer,Other
46416,9,Quality,Other
46417,5,Manufacturer,Other
46417,9,Quality,Other
46418,5,Manufacturer,Other
46418,9,Quality,Other
46420,5,Manufacturer,Other
46420,9,Quality,Other
46422,5,Manufacturer,Other
46422,9,Quality,Other
46423,5,Manufacturer,Other
46423,9,Quality,Other
46424,5,Manufacturer,Other
46424,9,Quality,Other
46425,5,Manufacturer,Other
46425,9,Quality,Other
46428,5,Manufacturer,Other
46428,9,Quality,Other
46430,5,Manufacturer,Other
46430,9,Quality,Other
46431,5,Manufacturer,Other
46431,9,Quality,Other
46433,5,Manufacturer,Other
46433,9,Quality,Other
46434,5,Manufacturer,Other
46434,9,Quality,Other
46437,5,Manufacturer,Other
46437,9,Quality,Other
46438,5,Manufacturer,Other
46438,9,Quality,Other
46439,5,Manufacturer,Other
46439,9,Quality,Other
46440,5,Manufacturer,Other
46440,9,Quality,Other
46441,5,Manufacturer,Other
46441,9,Quality,Other
46442,5,Manufacturer,Other
46442,9,Quality,Other
46443,5,Manufacturer,Other
46443,9,Quality,Other
46445,5,Manufacturer,Other
46445,9,Quality,Other
46446,5,Manufacturer,Other
46446,9,Quality,Other
46447,5,Manufacturer,Other
46447,9,Quality,Other
46450,5,Manufacturer,Other
46450,9,Quality,Other
46451,5,Manufacturer,Other
46451,9,Quality,Other
46453,5,Manufacturer,Other
46453,9,Quality,Other
46454,5,Manufacturer,Other
46454,9,Quality,Other
46455,5,Manufacturer,Other
46455,9,Quality,Other
46458,5,Manufacturer,Other
46458,9,Quality,Other
46459,5,Manufacturer,Other
46459,9,Quality,Other
46460,5,Manufacturer,Other
46460,9,Quality,Other
46461,5,Manufacturer,Other
46461,9,Quality,Other
46464,5,Manufacturer,Other
46464,9,Quality,Other
46465,5,Manufacturer,Other
46465,9,Quality,Other
46466,5,Manufacturer,Other
46466,9,Quality,Other
46467,5,Manufacturer,Other
46467,9,Quality,Other
46468,5,Manufacturer,Other
46468,9,Quality,Other
46471,5,Manufacturer,Other
46471,9,Quality,Other
46473,5,Manufacturer,Other
46473,9,Quality,Other
46479,5,Manufacturer,Other
46479,9,Quality,Other
46481,5,Manufacturer,Other
46481,9,Quality,Other
46483,5,Manufacturer,Other
46483,9,Quality,Other
46484,5,Manufacturer,Other
46484,9,Quality,Other
46485,5,Manufacturer,Other
46485,9,Quality,Other
46488,5,Manufacturer,Other
46488,9,Quality,Other
46489,5,Manufacturer,Other
46489,9,Quality,Other
46490,5,Manufacturer,Other
46490,9,Quality,Other
46491,5,Manufacturer,Other
46491,9,Quality,Other
46492,5,Manufacturer,Other
46492,9,Quality,Other
46494,5,Manufacturer,Other
46494,9,Quality,Other
46495,5,Manufacturer,Other
46495,9,Quality,Other
46496,5,Manufacturer,Other
46496,9,Quality,Other
46497,5,Manufacturer,Other
46497,9,Quality,Other
46498,5,Manufacturer,Other
46498,9,Quality,Other
46499,5,Manufacturer,Other
46499,9,Quality,Other
46500,5,Manufacturer,Other
46500,9,Quality,Other
46503,5,Manufacturer,Other
46503,9,Quality,Other
46509,5,Manufacturer,Other
46509,9,Quality,Other
46510,5,Manufacturer,Other
46510,9,Quality,Other
46511,5,Manufacturer,Other
46511,9,Quality,Other
46512,5,Manufacturer,Other
46512,9,Quality,Other
46513,5,Manufacturer,Other
46513,9,Quality,Other
46517,5,Manufacturer,Other
46517,9,Quality,Other
46518,5,Manufacturer,Other
46518,9,Quality,Other
46519,5,Manufacturer,Other
46519,9,Quality,Other
46520,5,Manufacturer,Other
46520,9,Quality,Other
46521,5,Manufacturer,Other
46521,9,Quality,Other
46522,5,Manufacturer,Other
46522,9,Quality,Other
46523,5,Manufacturer,Other
46523,9,Quality,Other
46525,5,Manufacturer,Other
46525,9,Quality,Other
46528,5,Manufacturer,Other
46528,9,Quality,Other
46529,5,Manufacturer,Other
46529,9,Quality,Other
46530,5,Manufacturer,Other
46530,9,Quality,Other
46531,5,Manufacturer,Other
46531,9,Quality,Other
46534,5,Manufacturer,Other
46534,9,Quality,Other
46535,5,Manufacturer,Other
46535,9,Quality,Other
46536,5,Manufacturer,Other
46536,9,Quality,Other
46538,5,Manufacturer,Other
46538,9,Quality,Other
46539,5,Manufacturer,Other
46539,9,Quality,Other
46540,5,Manufacturer,Other
46540,9,Quality,Other
46541,5,Manufacturer,Other
46541,9,Quality,Other
46544,5,Manufacturer,Other
46544,9,Quality,Other
46545,5,Manufacturer,Other
46545,9,Quality,Other
46546,5,Manufacturer,Other
46546,9,Quality,Other
46547,5,Manufacturer,Other
46547,9,Quality,Other
46548,5,Manufacturer,Other
46548,9,Quality,Other
46549,5,Manufacturer,Other
46549,9,Quality,Other
46553,5,Manufacturer,Other
46553,9,Quality,Other
46554,5,Manufacturer,Other
46554,9,Quality,Other
46557,5,Manufacturer,Other
46557,9,Quality,Other
46558,5,Manufacturer,Other
46558,9,Quality,Other
46559,5,Manufacturer,Other
46559,9,Quality,Other
46561,5,Manufacturer,Other
46561,9,Quality,Other
46562,5,Manufacturer,Other
46562,9,Quality,Other
46565,5,Manufacturer,Other
46565,9,Quality,Other
46566,5,Manufacturer,Other
46566,9,Quality,Other
46567,5,Manufacturer,Other
46567,9,Quality,Other
46568,5,Manufacturer,Other
46568,9,Quality,Other
46569,5,Manufacturer,Other
46569,9,Quality,Other
46570,5,Manufacturer,Other
46570,9,Quality,Other
46571,5,Manufacturer,Other
46571,9,Quality,Other
46572,5,Manufacturer,Other
46572,9,Quality,Other
46573,5,Manufacturer,Other
46573,9,Quality,Other
46576,5,Manufacturer,Other
46576,9,Quality,Other
46577,5,Manufacturer,Other
46577,9,Quality,Other
46578,5,Manufacturer,Other
46578,9,Quality,Other
46579,5,Manufacturer,Other
46579,9,Quality,Other
46580,5,Manufacturer,Other
46580,9,Quality,Other
46581,5,Manufacturer,Other
46581,9,Quality,Other
46582,5,Manufacturer,Other
46582,9,Quality,Other
46583,5,Manufacturer,Other
46583,9,Quality,Other
46585,5,Manufacturer,Other
46585,9,Quality,Other
46586,5,Manufacturer,Other
46586,9,Quality,Other
46587,5,Manufacturer,Other
46587,9,Quality,Other
46590,5,Manufacturer,Other
46590,9,Quality,Other
46591,5,Manufacturer,Other
46591,9,Quality,Other
46592,5,Manufacturer,Other
46592,9,Quality,Other
46593,5,Manufacturer,Other
46593,9,Quality,Other
46594,5,Manufacturer,Other
46594,9,Quality,Other
46595,5,Manufacturer,Other
46595,9,Quality,Other
46598,5,Manufacturer,Other
46598,9,Quality,Other
46599,5,Manufacturer,Other
46599,9,Quality,Other
46602,5,Manufacturer,Other
46602,9,Quality,Other
46681,2,On Promotion,Promotion
46682,2,On Promotion,Promotion
46683,6,Review,Other
46688,2,On Promotion,Promotion
46689,2,On Promotion,Promotion
46690,2,On Promotion,Promotion
46691,2,On Promotion,Promotion
46692,2,On Promotion,Promotion
46695,2,On Promotion,Promotion
46696,2,On Promotion,Promotion
46702,2,On Promotion,Promotion
46704,2,On Promotion,Promotion
46705,2,On Promotion,Promotion
46706,6,Review,Other
46710,6,Review,Other
46711,2,On Promotion,Promotion
46714,2,On Promotion,Promotion
46717,2,On Promotion,Promotion
46718,2,On Promotion,Promotion
46719,2,On Promotion,Promotion
46721,2,On Promotion,Promotion
46723,2,On Promotion,Promotion
46724,2,On Promotion,Promotion
46725,2,On Promotion,Promotion
46727,2,On Promotion,Promotion
46728,2,On Promotion,Promotion
46736,2,On Promotion,Promotion
46737,6,Review,Other
46738,2,On Promotion,Promotion
46741,2,On Promotion,Promotion
46742,2,On Promotion,Promotion
46744,2,On Promotion,Promotion
46745,2,On Promotion,Promotion
46746,2,On Promotion,Promotion
46747,2,On Promotion,Promotion
46748,2,On Promotion,Promotion
46749,6,Review,Other
46757,6,Review,Other
46762,2,On Promotion,Promotion
46764,2,On Promotion,Promotion
46766,2,On Promotion,Promotion
46767,2,On Promotion,Promotion
46770,2,On Promotion,Promotion
46775,6,Review,Other
46776,2,On Promotion,Promotion
46777,6,Review,Other
46778,6,Review,Other
46786,6,Review,Other
46788,2,On Promotion,Promotion
46789,2,On Promotion,Promotion
46791,2,On Promotion,Promotion
46795,2,On Promotion,Promotion
46796,2,On Promotion,Promotion
46798,2,On Promotion,Promotion
46800,2,On Promotion,Promotion
46801,2,On Promotion,Promotion
46806,2,On Promotion,Promotion
46807,6,Review,Other
46808,2,On Promotion,Promotion
46810,2,On Promotion,Promotion
46811,2,On Promotion,Promotion
46816,2,On Promotion,Promotion
46817,6,Review,Other
46818,2,On Promotion,Promotion
46819,2,On Promotion,Promotion
46820,6,Review,Other
46825,6,Review,Other
46826,2,On Promotion,Promotion
46829,2,On Promotion,Promotion
46831,2,On Promotion,Promotion
46832,6,Review,Other
46833,6,Review,Other
46840,2,On Promotion,Promotion
46844,2,On Promotion,Promotion
46845,2,On Promotion,Promotion
46849,2,On Promotion,Promotion
46850,2,On Promotion,Promotion
46851,2,On Promotion,Promotion
46853,2,On Promotion,Promotion
46856,2,On Promotion,Promotion
46858,2,On Promotion,Promotion
46859,2,On Promotion,Promotion
46862,2,On Promotion,Promotion
46863,2,On Promotion,Promotion
46866,2,On Promotion,Promotion
46868,2,On Promotion,Promotion
46870,2,On Promotion,Promotion
46871,2,On Promotion,Promotion
46875,2,On Promotion,Promotion
46877,2,On Promotion,Promotion
46878,2,On Promotion,Promotion
46881,6,Review,Other
46883,6,Review,Other
46884,2,On Promotion,Promotion
46887,2,On Promotion,Promotion
46890,2,On Promotion,Promotion
46892,2,On Promotion,Promotion
46893,2,On Promotion,Promotion
46894,6,Review,Other
46895,6,Review,Other
46897,2,On Promotion,Promotion
46898,2,On Promotion,Promotion
46903,6,Review,Other
46906,2,On Promotion,Promotion
46907,2,On Promotion,Promotion
46908,2,On Promotion,Promotion
46914,6,Review,Other
46915,2,On Promotion,Promotion
46919,2,On Promotion,Promotion
46920,2,On Promotion,Promotion
46922,2,On Promotion,Promotion
46923,2,On Promotion,Promotion
46927,2,On Promotion,Promotion
46928,6,Review,Other
47068,2,On Promotion,Promotion
47071,2,On Promotion,Promotion
47073,2,On Promotion,Promotion
47074,2,On Promotion,Promotion
47075,2,On Promotion,Promotion
47076,2,On Promotion,Promotion
47077,2,On Promotion,Promotion
47080,2,On Promotion,Promotion
47084,2,On Promotion,Promotion
47088,2,On Promotion,Promotion
47091,6,Review,Other
47092,2,On Promotion,Promotion
47093,2,On Promotion,Promotion
47095,2,On Promotion,Promotion
47096,6,Review,Other
47097,2,On Promotion,Promotion
47098,2,On Promotion,Promotion
47100,2,On Promotion,Promotion
47102,2,On Promotion,Promotion
47103,2,On Promotion,Promotion
47106,2,On Promotion,Promotion
47107,6,Review,Other
47108,2,On Promotion,Promotion
47110,2,On Promotion,Promotion
47111,2,On Promotion,Promotion
47112,6,Review,Other
47115,2,On Promotion,Promotion
47117,6,Review,Other
47118,2,On Promotion,Promotion
47119,2,On Promotion,Promotion
47128,2,On Promotion,Promotion
47129,6,Review,Other
47134,6,Review,Other
47140,6,Review,Other
47142,2,On Promotion,Promotion
47143,2,On Promotion,Promotion
47149,2,On Promotion,Promotion
47150,2,On Promotion,Promotion
47151,2,On Promotion,Promotion
47152,2,On Promotion,Promotion
47155,2,On Promotion,Promotion
47157,2,On Promotion,Promotion
47158,2,On Promotion,Promotion
47159,2,On Promotion,Promotion
47160,2,On Promotion,Promotion
47163,2,On Promotion,Promotion
47164,2,On Promotion,Promotion
47165,2,On Promotion,Promotion
47166,2,On Promotion,Promotion
47169,6,Review,Other
47172,6,Review,Other
47173,6,Review,Other
47174,6,Review,Other
47175,2,On Promotion,Promotion
47176,2,On Promotion,Promotion
47180,2,On Promotion,Promotion
47181,2,On Promotion,Promotion
47182,6,Review,Other
47185,6,Review,Other
47190,2,On Promotion,Promotion
47196,2,On Promotion,Promotion
47198,2,On Promotion,Promotion
47201,6,Review,Other
47202,6,Review,Other
47203,2,On Promotion,Promotion
47205,6,Review,Other
47208,2,On Promotion,Promotion
47209,2,On Promotion,Promotion
47211,2,On Promotion,Promotion
47212,2,On Promotion,Promotion
47215,2,On Promotion,Promotion
47216,2,On Promotion,Promotion
47218,2,On Promotion,Promotion
47219,2,On Promotion,Promotion
47220,2,On Promotion,Promotion
47221,2,On Promotion,Promotion
47223,2,On Promotion,Promotion
47224,2,On Promotion,Promotion
47226,2,On Promotion,Promotion
47229,2,On Promotion,Promotion
47231,2,On Promotion,Promotion
47237,2,On Promotion,Promotion
47238,2,On Promotion,Promotion
47241,2,On Promotion,Promotion
47242,2,On Promotion,Promotion
47252,6,Review,Other
47253,6,Review,Other
47255,2,On Promotion,Promotion
47257,2,On Promotion,Promotion
47261,2,On Promotion,Promotion
47263,2,On Promotion,Promotion
47264,2,On Promotion,Promotion
47267,6,Review,Other
47269,2,On Promotion,Promotion
47270,2,On Promotion,Promotion
47273,2,On Promotion,Promotion
47274,2,On Promotion,Promotion
47279,2,On Promotion,Promotion
47280,6,Review,Other
47284,2,On Promotion,Promotion
47289,2,On Promotion,Promotion
47290,2,On Promotion,Promotion
47299,2,On Promotion,Promotion
47301,2,On Promotion,Promotion
47302,2,On Promotion,Promotion
47305,2,On Promotion,Promotion
47306,2,On Promotion,Promotion
47310,6,Review,Other
47314,2,On Promotion,Promotion
47316,2,On Promotion,Promotion
47319,2,On Promotion,Promotion
47323,2,On Promotion,Promotion
47328,2,On Promotion,Promotion
47330,2,On Promotion,Promotion
47332,6,Review,Other
47333,2,On Promotion,Promotion
47334,2,On Promotion,Promotion
47335,6,Review,Other
47337,6,Review,Other
47340,2,On Promotion,Promotion
47341,2,On Promotion,Promotion
47342,2,On Promotion,Promotion
47344,6,Review,Other
47345,6,Review,Other
47346,2,On Promotion,Promotion
47461,6,Review,Other
47464,2,On Promotion,Promotion
47470,2,On Promotion,Promotion
47471,2,On Promotion,Promotion
47473,2,On Promotion,Promotion
47475,2,On Promotion,Promotion
47476,6,Review,Other
47477,6,Review,Other
47482,2,On Promotion,Promotion
47489,2,On Promotion,Promotion
47491,2,On Promotion,Promotion
47493,2,On Promotion,Promotion
47495,2,On Promotion,Promotion
47497,2,On Promotion,Promotion
47500,2,On Promotion,Promotion
47501,2,On Promotion,Promotion
47504,2,On Promotion,Promotion
47505,6,Review,Other
47506,6,Review,Other
47508,2,On Promotion,Promotion
47509,2,On Promotion,Promotion
47510,6,Review,Other
47513,2,On Promotion,Promotion
47515,6,Review,Other
47516,2,On Promotion,Promotion
47521,2,On Promotion,Promotion
47524,2,On Promotion,Promotion
47526,6,Review,Other
47527,2,On Promotion,Promotion
47528,6,Review,Other
47540,2,On Promotion,Promotion
47544,2,On Promotion,Promotion
47545,6,Review,Other
47546,2,On Promotion,Promotion
47552,2,On Promotion,Promotion
47553,6,Review,Other
47554,2,On Promotion,Promotion
47555,2,On Promotion,Promotion
47558,2,On Promotion,Promotion
47559,2,On Promotion,Promotion
47563,2,On Promotion,Promotion
47564,6,Review,Other
47570,6,Review,Other
47572,2,On Promotion,Promotion
47573,2,On Promotion,Promotion
47575,2,On Promotion,Promotion
47577,2,On Promotion,Promotion
47578,6,Review,Other
47590,6,Review,Other
47591,2,On Promotion,Promotion
47595,2,On Promotion,Promotion
47598,2,On Promotion,Promotion
47599,2,On Promotion,Promotion
47608,6,Review,Other
47612,2,On Promotion,Promotion
47619,6,Review,Other
47620,6,Review,Other
47623,2,On Promotion,Promotion
47627,2,On Promotion,Promotion
47628,2,On Promotion,Promotion
47629,2,On Promotion,Promotion
47630,6,Review,Other
47631,6,Review,Other
47634,6,Review,Other
47635,6,Review,Other
47638,2,On Promotion,Promotion
47640,6,Review,Other
47646,6,Review,Other
47647,2,On Promotion,Promotion
47648,6,Review,Other
47650,2,On Promotion,Promotion
47656,2,On Promotion,Promotion
47731,2,On Promotion,Promotion
47732,2,On Promotion,Promotion
47736,2,On Promotion,Promotion
47737,6,Review,Other
47743,2,On Promotion,Promotion
47744,2,On Promotion,Promotion
47745,2,On Promotion,Promotion
47746,2,On Promotion,Promotion
47748,6,Review,Other
47750,2,On Promotion,Promotion
47751,2,On Promotion,Promotion
47753,2,On Promotion,Promotion
47756,6,Review,Other
47762,6,Review,Other
47764,6,Review,Other
47765,2,On Promotion,Promotion
47766,2,On Promotion,Promotion
47769,2,On Promotion,Promotion
47772,2,On Promotion,Promotion
47775,2,On Promotion,Promotion
47776,6,Review,Other
47778,6,Review,Other
47784,6,Review,Other
47785,6,Review,Other
47786,2,On Promotion,Promotion
47787,2,On Promotion,Promotion
47791,2,On Promotion,Promotion
47792,2,On Promotion,Promotion
47793,2,On Promotion,Promotion
47794,6,Review,Other
47798,6,Review,Other
47799,2,On Promotion,Promotion
47804,2,On Promotion,Promotion
47811,6,Review,Other
47814,2,On Promotion,Promotion
47816,2,On Promotion,Promotion
47820,6,Review,Other
47821,6,Review,Other
47822,6,Review,Other
47824,2,On Promotion,Promotion
47826,2,On Promotion,Promotion
47827,2,On Promotion,Promotion
47828,2,On Promotion,Promotion
47829,6,Review,Other
47831,2,On Promotion,Promotion
47832,2,On Promotion,Promotion
47836,6,Review,Other
47837,6,Review,Other
47841,2,On Promotion,Promotion
47845,2,On Promotion,Promotion
47846,2,On Promotion,Promotion
47847,2,On Promotion,Promotion
47848,2,On Promotion,Promotion
47851,2,On Promotion,Promotion
47852,6,Review,Other
47853,2,On Promotion,Promotion
47855,6,Review,Other
47856,2,On Promotion,Promotion
47857,2,On Promotion,Promotion
47859,2,On Promotion,Promotion
47860,6,Review,Other
47861,6,Review,Other
47865,6,Review,Other
47866,6,Review,Other
47867,2,On Promotion,Promotion
47868,6,Review,Other
47878,2,On Promotion,Promotion
47880,2,On Promotion,Promotion
47883,6,Review,Other
47884,2,On Promotion,Promotion
47886,2,On Promotion,Promotion
47887,6,Review,Other
47888,6,Review,Other
47890,2,On Promotion,Promotion
47894,2,On Promotion,Promotion
47899,2,On Promotion,Promotion
47900,2,On Promotion,Promotion
47901,6,Review,Other
47902,2,On Promotion,Promotion
47903,2,On Promotion,Promotion
47907,2,On Promotion,Promotion
47908,2,On Promotion,Promotion
47909,6,Review,Other
47910,6,Review,Other
47911,2,On Promotion,Promotion
47912,2,On Promotion,Promotion
47913,2,On Promotion,Promotion
47915,2,On Promotion,Promotion
47917,2,On Promotion,Promotion
47918,2,On Promotion,Promotion
47920,2,On Promotion,Promotion
47923,2,On Promotion,Promotion
47926,2,On Promotion,Promotion
47929,2,On Promotion,Promotion
47931,2,On Promotion,Promotion
47940,6,Review,Other
47941,6,Review,Other
47944,2,On Promotion,Promotion
47945,2,On Promotion,Promotion
47946,2,On Promotion,Promotion
47948,2,On Promotion,Promotion
47950,6,Review,Other
47951,6,Review,Other
47952,2,On Promotion,Promotion
47953,2,On Promotion,Promotion
47956,2,On Promotion,Promotion
48094,2,On Promotion,Promotion
48097,2,On Promotion,Promotion
48099,2,On Promotion,Promotion
48100,6,Review,Other
48101,2,On Promotion,Promotion
48105,6,Review,Other
48106,2,On Promotion,Promotion
48107,2,On Promotion,Promotion
48109,2,On Promotion,Promotion
48121,2,On Promotion,Promotion
48122,2,On Promotion,Promotion
48123,2,On Promotion,Promotion
48128,6,Review,Other
48130,2,On Promotion,Promotion
48131,2,On Promotion,Promotion
48132,6,Review,Other
48136,6,Review,Other
48137,6,Review,Other
48139,2,On Promotion,Promotion
48141,6,Review,Other
48142,2,On Promotion,Promotion
48144,2,On Promotion,Promotion
48145,2,On Promotion,Promotion
48148,2,On Promotion,Promotion
48150,2,On Promotion,Promotion
48152,6,Review,Other
48153,2,On Promotion,Promotion
48162,2,On Promotion,Promotion
48166,2,On Promotion,Promotion
48167,2,On Promotion,Promotion
48170,6,Review,Other
48171,2,On Promotion,Promotion
48172,2,On Promotion,Promotion
48174,2,On Promotion,Promotion
48175,6,Review,Other
48178,6,Review,Other
48179,2,On Promotion,Promotion
48181,2,On Promotion,Promotion
48182,2,On Promotion,Promotion
48185,2,On Promotion,Promotion
48193,6,Review,Other
48194,2,On Promotion,Promotion
48200,2,On Promotion,Promotion
48201,6,Review,Other
48202,6,Review,Other
48203,2,On Promotion,Promotion
48205,2,On Promotion,Promotion
48206,6,Review,Other
48208,2,On Promotion,Promotion
48210,6,Review,Other
48212,2,On Promotion,Promotion
48213,2,On Promotion,Promotion
48214,2,On Promotion,Promotion
48218,2,On Promotion,Promotion
48219,6,Review,Other
48224,6,Review,Other
48227,2,On Promotion,Promotion
48228,2,On Promotion,Promotion
48229,6,Review,Other
48230,2,On Promotion,Promotion
48231,2,On Promotion,Promotion
48238,2,On Promotion,Promotion
48241,2,On Promotion,Promotion
48242,6,Review,Other
48245,6,Review,Other
48246,6,Review,Other
48250,2,On Promotion,Promotion
48253,2,On Promotion,Promotion
48265,2,On Promotion,Promotion
48266,2,On Promotion,Promotion
48268,2,On Promotion,Promotion
48270,2,On Promotion,Promotion
48271,6,Review,Other
48273,2,On Promotion,Promotion
48274,2,On Promotion,Promotion
48277,2,On Promotion,Promotion
48278,2,On Promotion,Promotion
48282,2,On Promotion,Promotion
48405,6,Review,Other
48409,2,On Promotion,Promotion
48410,2,On Promotion,Promotion
48414,2,On Promotion,Promotion
48415,6,Review,Other
48417,2,On Promotion,Promotion
48418,6,Review,Other
48429,6,Review,Other
48430,2,On Promotion,Promotion
48431,6,Review,Other
48438,2,On Promotion,Promotion
48443,6,Review,Other
48444,2,On Promotion,Promotion
48449,2,On Promotion,Promotion
48450,2,On Promotion,Promotion
48451,2,On Promotion,Promotion
48452,2,On Promotion,Promotion
48454,2,On Promotion,Promotion
48455,2,On Promotion,Promotion
48456,2,On Promotion,Promotion
48457,2,On Promotion,Promotion
48465,6,Review,Other
48473,6,Review,Other
48475,2,On Promotion,Promotion
48477,6,Review,Other
48480,6,Review,Other
48481,2,On Promotion,Promotion
48484,6,Review,Other
48488,6,Review,Other
48489,2,On Promotion,Promotion
48491,2,On Promotion,Promotion
48493,2,On Promotion,Promotion
48495,2,On Promotion,Promotion
48496,2,On Promotion,Promotion
48497,2,On Promotion,Promotion
48499,2,On Promotion,Promotion
48500,2,On Promotion,Promotion
48503,2,On Promotion,Promotion
48509,6,Review,Other
48510,6,Review,Other
48511,2,On Promotion,Promotion
48512,6,Review,Other
48516,6,Review,Other
48517,2,On Promotion,Promotion
48522,2,On Promotion,Promotion
48527,6,Review,Other
48529,2,On Promotion,Promotion
48530,6,Review,Other
48531,2,On Promotion,Promotion
48532,2,On Promotion,Promotion
48537,2,On Promotion,Promotion
48541,2,On Promotion,Promotion
48542,2,On Promotion,Promotion
48544,6,Review,Other
48545,2,On Promotion,Promotion
48548,2,On Promotion,Promotion
48553,2,On Promotion,Promotion
48554,2,On Promotion,Promotion
48557,2,On Promotion,Promotion
48558,2,On Promotion,Promotion
48559,6,Review,Other
48565,2,On Promotion,Promotion
48572,2,On Promotion,Promotion
48575,2,On Promotion,Promotion
48576,2,On Promotion,Promotion
48580,2,On Promotion,Promotion
48581,6,Review,Other
48586,6,Review,Other
48590,6,Review,Other
48591,2,On Promotion,Promotion
48592,6,Review,Other
48593,2,On Promotion,Promotion
48594,2,On Promotion,Promotion
48597,6,Review,Other
48598,6,Review,Other
48601,2,On Promotion,Promotion
48602,6,Review,Other
48603,6,Review,Other
48604,6,Review,Other
48605,2,On Promotion,Promotion
48606,2,On Promotion,Promotion
48608,2,On Promotion,Promotion
48609,6,Review,Other
48610,2,On Promotion,Promotion
48611,2,On Promotion,Promotion
