salesorderid,dia,mes,ano
46590,28,5,2012
46591,28,5,2012
46592,28,5,2012
46593,28,5,2012
46594,28,5,2012
46595,28,5,2012
46596,28,5,2012
46597,28,5,2012
46598,29,5,2012
46599,29,5,2012
46600,29,5,2012
46601,29,5,2012
46602,29,5,2012
46603,29,5,2012
46604,30,5,2012
46605,30,5,2012
46606,30,5,2012
46607,30,5,2012
46608,30,5,2012
46609,30,5,2012
46610,30,5,2012
46611,30,5,2012
46612,30,5,2012
46613,30,5,2012
46614,30,5,2012
46615,30,5,2012
46616,30,5,2012
46617,30,5,2012
46618,30,5,2012
46619,30,5,2012
46620,30,5,2012
46621,30,5,2012
46622,30,5,2012
46623,30,5,2012
46624,30,5,2012
46625,30,5,2012
46626,30,5,2012
46627,30,5,2012
46628,30,5,2012
46629,30,5,2012
46630,30,5,2012
46631,30,5,2012
46632,30,5,2012
46633,30,5,2012
46634,30,5,2012
46635,30,5,2012
46636,30,5,2012
46637,30,5,2012
46638,30,5,2012
46639,30,5,2012
46640,30,5,2012
46641,30,5,2012
46642,30,5,2012
46643,30,5,2012
46644,30,5,2012
46645,30,5,2012
46646,30,5,2012
46647,30,5,2012
46648,30,5,2012
46649,30,5,2012
46650,30,5,2012
46651,30,5,2012
46652,30,5,2012
46653,30,5,2012
46654,30,5,2012
46655,30,5,2012
46656,30,5,2012
46657,30,5,2012
46658,30,5,2012
46659,30,5,2012
46660,30,5,2012
46661,30,5,2012
46662,30,5,2012
46663,30,5,2012
46664,30,5,2012
46665,30,5,2012
46666,30,5,2012
46667,30,5,2012
46668,30,5,2012
46669,30,5,2012
46670,30,5,2012
46671,30,5,2012
46672,30,5,2012
46673,30,5,2012
46674,30,5,2012
46675,30,5,2012
46676,30,5,2012
46677,30,5,2012
46678,30,5,2012
46679,30,5,2012
46680,30,5,2012
46681,30,5,2012
46682,30,5,2012
46683,30,5,2012
46684,31,5,2012
46685,31,5,2012
46686,31,5,2012
46687,1,6,2012
46688,1,6,2012
46689,1,6,2012
46690,1,6,2012
46691,1,6,2012
46692,1,6,2012
46693,1,6,2012
46694,1,6,2012
46695,1,6,2012
46696,1,6,2012
46697,1,6,2012
46698,1,6,2012
46699,1,6,2012
46700,2,6,2012
46701,2,6,2012
46702,2,6,2012
46703,2,6,2012
46704,2,6,2012
46705,2,6,2012
46706,2,6,2012
46707,2,6,2012
46708,2,6,2012
46709,3,6,2012
46710,3,6,2012
46711,3,6,2012
46712,3,6,2012
46713,3,6,2012
46714,3,6,2012
46715,3,6,2012
46716,3,6,2012
46717,3,6,2012
46718,3,6,2012
46719,4,6,2012
46720,4,6,2012
46721,4,6,2012
46722,4,6,2012
46723,4,6,2012
46724,4,6,2012
46725,4,6,2012
46726,4,6,2012
46727,4,6,2012
46728,4,6,2012
46729,4,6,2012
46730,5,6,2012
46731,5,6,2012
46732,5,6,2012
46733,5,6,2012
46734,5,6,2012
46735,5,6,2012
46736,5,6,2012
46737,5,6,2012
46738,5,6,2012
46739,6,6,2012
46740,6,6,2012
46741,6,6,2012
46742,6,6,2012
46743,6,6,2012
46744,6,6,2012
46745,7,6,2012
46746,7,6,2012
46747,7,6,2012
46748,7,6,2012
46749,7,6,2012
46750,8,6,2012
46751,8,6,2012
46752,8,6,2012
46753,8,6,2012
46754,8,6,2012
46755,8,6,2012
46756,8,6,2012
46757,9,6,2012
46758,9,6,2012
46759,9,6,2012
46760,9,6,2012
46761,9,6,2012
46762,9,6,2012
46763,9,6,2012
46764,9,6,2012
46765,9,6,2012
46766,9,6,2012
46767,9,6,2012
46768,9,6,2012
46769,10,6,2012
46770,10,6,2012
46771,10,6,2012
46772,10,6,2012
46773,10,6,2012
46774,10,6,2012
46775,10,6,2012
46776,10,6,2012
46777,11,6,2012
46778,11,6,2012
46779,11,6,2012
46780,11,6,2012
46781,11,6,2012
46782,11,6,2012
46783,11,6,2012
46784,11,6,2012
46785,11,6,2012
46786,11,6,2012
46787,11,6,2012
46788,11,6,2012
46789,12,6,2012
46790,12,6,2012
46791,12,6,2012
46792,12,6,2012
46793,12,6,2012
46794,12,6,2012
46795,12,6,2012
46796,12,6,2012
46797,12,6,2012
46798,12,6,2012
46799,13,6,2012
46800,13,6,2012
46801,13,6,2012
46802,13,6,2012
46803,14,6,2012
46804,14,6,2012
46805,14,6,2012
46806,14,6,2012
46807,14,6,2012
46808,14,6,2012
46809,15,6,2012
46810,15,6,2012
46811,15,6,2012
46812,15,6,2012
46813,15,6,2012
46814,15,6,2012
46815,15,6,2012
46816,15,6,2012
46817,15,6,2012
46818,15,6,2012
46819,15,6,2012
46820,16,6,2012
46821,16,6,2012
46822,16,6,2012
46823,16,6,2012
46824,16,6,2012
46825,16,6,2012
46826,16,6,2012
46827,17,6,2012
46828,17,6,2012
46829,17,6,2012
46830,17,6,2012
46831,17,6,2012
46832,17,6,2012
46833,17,6,2012
46834,17,6,2012
46835,18,6,2012
46836,18,6,2012
46837,18,6,2012
46838,18,6,2012
46839,18,6,2012
46840,18,6,2012
46841,18,6,2012
46842,18,6,2012
46843,18,6,2012
46844,18,6,2012
46845,19,6,2012
46846,19,6,2012
46847,19,6,2012
46848,19,6,2012
46849,19,6,2012
46850,19,6,2012
46851,19,6,2012
46852,19,6,2012
46853,19,6,2012
46854,19,6,2012
46855,20,6,2012
46856,20,6,2012
46857,20,6,2012
46858,20,6,2012
46859,20,6,2012
46860,20,6,2012
46861,20,6,2012
46862,21,6,2012
46863,21,6,2012
46864,21,6,2012
46865,21,6,2012
46866,21,6,2012
46867,21,6,2012
46868,21,6,2012
46869,22,6,2012
46870,22,6,2012
46871,22,6,2012
46872,22,6,2012
46873,22,6,2012
46874,22,6,2012
46875,23,6,2012
46876,23,6,2012
46877,23,6,2012
46878,23,6,2012
46879,23,6,2012
46880,23,6,2012
46881,23,6,2012
46882,23,6,2012
46883,23,6,2012
46884,24,6,2012
46885,24,6,2012
46886,24,6,2012
46887,24,6,2012
46888,24,6,2012
46889,25,6,2012
46890,25,6,2012
46891,25,6,2012
46892,25,6,2012
46893,25,6,2012
46894,25,6,2012
46895,25,6,2012
46896,25,6,2012
46897,25,6,2012
46898,25,6,2012
46899,26,6,2012
46900,26,6,2012
46901,26,6,2012
46902,26,6,2012
46903,26,6,2012
46904,27,6,2012
46905,27,6,2012
46906,27,6,2012
46907,27,6,2012
46908,27,6,2012
46909,27,6,2012
46910,28,6,2012
46911,28,6,2012
46912,28,6,2012
46913,28,6,2012
46914,28,6,2012
46915,28,6,2012
46916,28,6,2012
46917,28,6,2012
46918,28,6,2012
46919,28,6,2012
46920,29,6,2012
46921,29,6,2012
46922,29,6,2012
46923,29,6,2012
46924,29,6,2012
46925,29,6,2012
46926,29,6,2012
46927,29,6,2012
46928,29,6,2012
46929,30,6,2012
46930,30,6,2012
46931,30,6,2012
46932,30,6,2012
46933,30,6,2012
46934,30,6,2012
46935,30,6,2012
46936,30,6,2012
46937,30,6,2012
46938,30,6,2012
46939,30,6,2012
46940,30,6,2012
46941,30,6,2012
46942,30,6,2012
46943,30,6,2012
46944,30,6,2012
46945,30,6,2012
46946,30,6,2012
46947,30,6,2012
46948,30,6,2012
46949,30,6,2012
46950,30,6,2012
46951,30,6,2012
46952,30,6,2012
46953,30,6,2012
46954,30,6,2012
46955,30,6,2012
46956,30,6,2012
46957,30,6,2012
46958,30,6,2012
46959,30,6,2012
46960,30,6,2012
46961,30,6,2012
46962,30,6,2012
46963,30,6,2012
46964,30,6,2012
46965,30,6,2012
46966,30,6,2012
46967,30,6,2012
46968,30,6,2012
46969,30,6,2012
46970,30,6,2012
46971,30,6,2012
46972,30,6,2012
46973,30,6,2012
46974,30,6,2012
46975,30,6,2012
46976,30,6,2012
46977,30,6,2012
46978,30,6,2012
46979,30,6,2012
46980,30,6,2012
46981,30,6,2012
46982,30,6,2012
46983,30,6,2012
46984,30,6,2012
46985,30,6,2012
46986,30,6,2012
46987,30,6,2012
46988,30,6,2012
46989,30,6,2012
46990,30,6,2012
46991,30,6,2012
46992,30,6,2012
46993,30,6,2012
46994,30,6,2012
46995,30,6,2012
46996,30,6,2012
46997,30,6,2012
46998,30,6,2012
46999,30,6,2012
47000,30,6,2012
47001,30,6,2012
47002,30,6,2012
47003,30,6,2012
47004,30,6,2012
47005,30,6,2012
47006,30,6,2012
47007,30,6,2012
47008,30,6,2012
47009,30,6,2012
47010,30,6,2012
47011,30,6,2012
47012,30,6,2012
47013,30,6,2012
47014,30,6,2012
47015,30,6,2012
47016,30,6,2012
47017,30,6,2012
47018,30,6,2012
47019,30,6,2012
47020,30,6,2012
47021,30,6,2012
47022,30,6,2012
47023,30,6,2012
47024,30,6,2012
47025,30,6,2012
47026,30,6,2012
47027,30,6,2012
47028,30,6,2012
47029,30,6,2012
47030,30,6,2012
47031,30,6,2012
47032,30,6,2012
47033,30,6,2012
47034,30,6,2012
47035,30,6,2012
47036,30,6,2012
47037,30,6,2012
47038,30,6,2012
47039,30,6,2012
47040,30,6,2012
47041,30,6,2012
47042,30,6,2012
47043,30,6,2012
47044,30,6,2012
47045,30,6,2012
47046,30,6,2012
47047,30,6,2012
47048,30,6,2012
47049,30,6,2012
47050,30,6,2012
47051,30,6,2012
47052,30,6,2012
47053,30,6,2012
47054,30,6,2012
47055,30,6,2012
47056,30,6,2012
47057,30,6,2012
47058,30,6,2012
47059,30,6,2012
47060,30,6,2012
47061,30,6,2012
47062,30,6,2012
47063,30,6,2012
47064,30,6,2012
47065,30,6,2012
47066,30,6,2012
47067,30,6,2012
47068,30,6,2012
47069,30,6,2012
47070,30,6,2012
47071,30,6,2012
47072,30,6,2012
47073,30,6,2012
47074,30,6,2012
47075,30,6,2012
47076,30,6,2012
47077,1,7,2012
47078,1,7,2012
47079,1,7,2012
47080,1,7,2012
47081,1,7,2012
47082,1,7,2012
47083,1,7,2012
47084,1,7,2012
47085,2,7,2012
47086,2,7,2012
47087,2,7,2012
47088,2,7,2012
47089,2,7,2012
47090,2,7,2012
47091,3,7,2012
47092,3,7,2012
47093,3,7,2012
47094,3,7,2012
47095,3,7,2012
47096,3,7,2012
47097,3,7,2012
47098,3,7,2012
47099,3,7,2012
47100,4,7,2012
47101,4,7,2012
47102,4,7,2012
47103,4,7,2012
47104,4,7,2012
47105,4,7,2012
47106,4,7,2012
47107,5,7,2012
47108,5,7,2012
47109,5,7,2012
47110,5,7,2012
47111,5,7,2012
47112,5,7,2012
47113,5,7,2012
47114,5,7,2012
47115,5,7,2012
47116,5,7,2012
47117,5,7,2012
47118,5,7,2012
47119,6,7,2012
47120,6,7,2012
47121,6,7,2012
47122,6,7,2012
47123,6,7,2012
47124,6,7,2012
47125,6,7,2012
47126,6,7,2012
47127,6,7,2012
47128,6,7,2012
47129,6,7,2012
47130,7,7,2012
47131,7,7,2012
47132,7,7,2012
47133,7,7,2012
47134,7,7,2012
47135,7,7,2012
47136,7,7,2012
47137,7,7,2012
47138,8,7,2012
47139,8,7,2012
47140,8,7,2012
47141,8,7,2012
47142,8,7,2012
47143,8,7,2012
47144,8,7,2012
47145,8,7,2012
47146,9,7,2012
47147,9,7,2012
47148,9,7,2012
47149,9,7,2012
47150,10,7,2012
47151,10,7,2012
47152,10,7,2012
47153,10,7,2012
47154,10,7,2012
47155,11,7,2012
47156,11,7,2012
47157,11,7,2012
47158,11,7,2012
47159,11,7,2012
47160,11,7,2012
47161,11,7,2012
47162,11,7,2012
47163,11,7,2012
47164,12,7,2012
47165,12,7,2012
47166,12,7,2012
47167,12,7,2012
47168,12,7,2012
47169,12,7,2012
47170,12,7,2012
47171,12,7,2012
47172,12,7,2012
47173,12,7,2012
47174,12,7,2012
47175,12,7,2012
47176,13,7,2012
47177,13,7,2012
47178,13,7,2012
47179,13,7,2012
47180,13,7,2012
47181,13,7,2012
47182,13,7,2012
47183,13,7,2012
47184,13,7,2012
47185,13,7,2012
47186,14,7,2012
47187,14,7,2012
47188,14,7,2012
47189,14,7,2012
47190,14,7,2012
47191,14,7,2012
47192,14,7,2012
47193,14,7,2012
47194,14,7,2012
47195,14,7,2012
47196,14,7,2012
47197,14,7,2012
47198,15,7,2012
47199,15,7,2012
47200,15,7,2012
47201,15,7,2012
47202,15,7,2012
47203,16,7,2012
47204,16,7,2012
47205,16,7,2012
47206,16,7,2012
47207,16,7,2012
47208,16,7,2012
47209,16,7,2012
47210,16,7,2012
47211,16,7,2012
47212,16,7,2012
47213,17,7,2012
47214,17,7,2012
47215,17,7,2012
47216,17,7,2012
47217,17,7,2012
47218,17,7,2012
47219,17,7,2012
47220,17,7,2012
47221,18,7,2012
47222,18,7,2012
47223,18,7,2012
47224,18,7,2012
47225,18,7,2012
47226,18,7,2012
47227,18,7,2012
47228,18,7,2012
47229,18,7,2012
47230,18,7,2012
47231,18,7,2012
47232,19,7,2012
47233,19,7,2012
47234,19,7,2012
47235,19,7,2012
47236,19,7,2012
47237,19,7,2012
47238,19,7,2012
47239,19,7,2012
47240,19,7,2012
47241,19,7,2012
47242,19,7,2012
47243,19,7,2012
47244,20,7,2012
47245,20,7,2012
47246,20,7,2012
47247,20,7,2012
47248,20,7,2012
47249,20,7,2012
47250,20,7,2012
47251,20,7,2012
47252,20,7,2012
47253,20,7,2012
47254,21,7,2012
47255,21,7,2012
47256,21,7,2012
47257,21,7,2012
47258,21,7,2012
47259,21,7,2012
47260,21,7,2012
47261,21,7,2012
47262,21,7,2012
47263,21,7,2012
47264,22,7,2012
47265,22,7,2012
47266,22,7,2012
47267,22,7,2012
47268,22,7,2012
47269,23,7,2012
47270,23,7,2012
47271,23,7,2012
47272,23,7,2012
47273,23,7,2012
47274,23,7,2012
47275,23,7,2012
47276,23,7,2012
47277,23,7,2012
47278,23,7,2012
47279,23,7,2012
47280,24,7,2012
47281,24,7,2012
47282,24,7,2012
47283,24,7,2012
47284,24,7,2012
47285,24,7,2012
47286,24,7,2012
47287,24,7,2012
47288,24,7,2012
47289,24,7,2012
47290,24,7,2012
47291,25,7,2012
47292,25,7,2012
47293,25,7,2012
47294,25,7,2012
47295,25,7,2012
47296,25,7,2012
47297,25,7,2012
47298,25,7,2012
47299,25,7,2012
47300,25,7,2012
47301,25,7,2012
47302,25,7,2012
47303,25,7,2012
47304,26,7,2012
47305,26,7,2012
47306,26,7,2012
47307,26,7,2012
47308,26,7,2012
47309,26,7,2012
47310,26,7,2012
47311,26,7,2012
47312,26,7,2012
47313,26,7,2012
47314,26,7,2012
47315,27,7,2012
47316,27,7,2012
47317,27,7,2012
47318,27,7,2012
47319,27,7,2012
47320,27,7,2012
47321,27,7,2012
47322,27,7,2012
47323,28,7,2012
47324,28,7,2012
47325,28,7,2012
47326,28,7,2012
47327,28,7,2012
47328,28,7,2012
47329,29,7,2012
47330,29,7,2012
47331,29,7,2012
47332,29,7,2012
47333,29,7,2012
47334,29,7,2012
47335,29,7,2012
47336,29,7,2012
47337,30,7,2012
47338,30,7,2012
47339,30,7,2012
47340,30,7,2012
47341,30,7,2012
47342,30,7,2012
47343,30,7,2012
47344,30,7,2012
47345,30,7,2012
47346,30,7,2012
47347,30,7,2012
47348,30,7,2012
47349,31,7,2012
47350,31,7,2012
47351,31,7,2012
47352,31,7,2012
47353,31,7,2012
47354,31,7,2012
47355,31,7,2012
47356,31,7,2012
47357,31,7,2012
47358,31,7,2012
47359,31,7,2012
47360,31,7,2012
47361,31,7,2012
47362,31,7,2012
47363,31,7,2012
47364,31,7,2012
47365,31,7,2012
47366,31,7,2012
47367,31,7,2012
47368,31,7,2012
47369,31,7,2012
47370,31,7,2012
47371,31,7,2012
47372,31,7,2012
47373,31,7,2012
47374,31,7,2012
47375,31,7,2012
47376,31,7,2012
47377,31,7,2012
47378,31,7,2012
47379,31,7,2012
47380,31,7,2012
47381,31,7,2012
47382,31,7,2012
47383,31,7,2012
47384,31,7,2012
47385,31,7,2012
47386,31,7,2012
47387,31,7,2012
47388,31,7,2012
47389,31,7,2012
47390,31,7,2012
47391,31,7,2012
47392,31,7,2012
47393,31,7,2012
47394,31,7,2012
47395,31,7,2012
47396,31,7,2012
47397,31,7,2012
47398,31,7,2012
47399,31,7,2012
47400,31,7,2012
47401,31,7,2012
47402,31,7,2012
47403,31,7,2012
47404,31,7,2012
47405,31,7,2012
47406,31,7,2012
47407,31,7,2012
47408,31,7,2012
47409,31,7,2012
47410,31,7,2012
47411,31,7,2012
47412,31,7,2012
47413,31,7,2012
47414,31,7,2012
47415,31,7,2012
47416,31,7,2012
47417,31,7,2012
47418,31,7,2012
47419,31,7,2012
47420,31,7,2012
47421,31,7,2012
47422,31,7,2012
47423,31,7,2012
47424,31,7,2012
47425,31,7,2012
47426,31,7,2012
47427,31,7,2012
47428,31,7,2012
47429,31,7,2012
47430,31,7,2012
47431,31,7,2012
47432,31,7,2012
47433,31,7,2012
47434,31,7,2012
47435,31,7,2012
47436,31,7,2012
47437,31,7,2012
47438,31,7,2012
47439,31,7,2012
47440,31,7,2012
47441,31,7,2012
47442,31,7,2012
47443,31,7,2012
47444,31,7,2012
47445,31,7,2012
47446,31,7,2012
47447,31,7,2012
47448,31,7,2012
47449,31,7,2012
47450,31,7,2012
47451,31,7,2012
47452,31,7,2012
47453,31,7,2012
47454,31,7,2012
47455,31,7,2012
47456,31,7,2012
47457,31,7,2012
47458,31,7,2012
47459,31,7,2012
47460,31,7,2012
47461,31,7,2012
47462,1,8,2012
47463,1,8,2012
47464,1,8,2012
47465,1,8,2012
47466,1,8,2012
47467,1,8,2012
47468,1,8,2012
47469,2,8,2012
47470,2,8,2012
47471,2,8,2012
47472,2,8,2012
47473,2,8,2012
47474,2,8,2012
47475,2,8,2012
47476,2,8,2012
47477,3,8,2012
47478,3,8,2012
47479,3,8,2012
47480,3,8,2012
47481,3,8,2012
47482,3,8,2012
47483,4,8,2012
47484,4,8,2012
47485,4,8,2012
47486,4,8,2012
47487,5,8,2012
47488,5,8,2012
47489,5,8,2012
47490,5,8,2012
47491,6,8,2012
47492,6,8,2012
47493,7,8,2012
47494,7,8,2012
47495,7,8,2012
47496,7,8,2012
47497,7,8,2012
47498,7,8,2012
47499,7,8,2012
47500,7,8,2012
47501,7,8,2012
47502,8,8,2012
47503,8,8,2012
47504,8,8,2012
47505,8,8,2012
47506,8,8,2012
47507,8,8,2012
47508,8,8,2012
47509,8,8,2012
47510,8,8,2012
47511,9,8,2012
47512,9,8,2012
47513,9,8,2012
47514,9,8,2012
47515,9,8,2012
47516,9,8,2012
47517,9,8,2012
47518,9,8,2012
47519,9,8,2012
47520,10,8,2012
47521,10,8,2012
47522,10,8,2012
47523,10,8,2012
47524,10,8,2012
47525,10,8,2012
47526,10,8,2012
47527,10,8,2012
47528,11,8,2012
47529,11,8,2012
47530,11,8,2012
47531,11,8,2012
47532,11,8,2012
47533,11,8,2012
47534,11,8,2012
47535,12,8,2012
47536,12,8,2012
47537,12,8,2012
47538,12,8,2012
47539,12,8,2012
47540,12,8,2012
47541,12,8,2012
47542,12,8,2012
47543,12,8,2012
47544,12,8,2012
47545,12,8,2012
47546,13,8,2012
47547,13,8,2012
47548,13,8,2012
47549,13,8,2012
47550,13,8,2012
47551,13,8,2012
47552,13,8,2012
47553,13,8,2012
47554,13,8,2012
47555,13,8,2012
47556,14,8,2012
47557,14,8,2012
47558,14,8,2012
47559,14,8,2012
47560,15,8,2012
47561,15,8,2012
47562,15,8,2012
47563,15,8,2012
47564,15,8,2012
47565,16,8,2012
47566,16,8,2012
47567,16,8,2012
47568,16,8,2012
47569,16,8,2012
47570,17,8,2012
47571,17,8,2012
47572,17,8,2012
47573,17,8,2012
47574,17,8,2012
47575,17,8,2012
47576,17,8,2012
47577,17,8,2012
47578,17,8,2012
47579,18,8,2012
47580,18,8,2012
47581,18,8,2012
47582,18,8,2012
47583,18,8,2012
47584,18,8,2012
47585,18,8,2012
47586,18,8,2012
47587,18,8,2012
47588,19,8,2012
47589,19,8,2012
47590,19,8,2012
47591,19,8,2012
47592,19,8,2012
47593,19,8,2012
47594,19,8,2012
47595,20,8,2012
47596,20,8,2012
47597,20,8,2012
47598,20,8,2012
47599,20,8,2012
47600,21,8,2012
47601,21,8,2012
47602,21,8,2012
47603,21,8,2012
47604,21,8,2012
47605,22,8,2012
47606,22,8,2012
47607,22,8,2012
47608,22,8,2012
47609,22,8,2012
47610,22,8,2012
47611,22,8,2012
47612,23,8,2012
47613,23,8,2012
47614,23,8,2012
47615,23,8,2012
47616,23,8,2012
47617,23,8,2012
47618,23,8,2012
47619,23,8,2012
47620,23,8,2012
47621,24,8,2012
47622,24,8,2012
47623,24,8,2012
47624,24,8,2012
47625,24,8,2012
47626,24,8,2012
47627,25,8,2012
47628,25,8,2012
47629,25,8,2012
47630,25,8,2012
47631,25,8,2012
47632,25,8,2012
47633,25,8,2012
47634,25,8,2012
47635,25,8,2012
47636,25,8,2012
47637,26,8,2012
47638,26,8,2012
47639,26,8,2012
47640,27,8,2012
47641,27,8,2012
47642,28,8,2012
47643,28,8,2012
47644,28,8,2012
47645,28,8,2012
47646,28,8,2012
47647,28,8,2012
47648,28,8,2012
47649,29,8,2012
47650,29,8,2012
47651,29,8,2012
47652,29,8,2012
47653,29,8,2012
47654,29,8,2012
47655,29,8,2012
47656,29,8,2012
47657,29,8,2012
47658,30,8,2012
47659,30,8,2012
47660,30,8,2012
47661,30,8,2012
47662,30,8,2012
47663,30,8,2012
47664,30,8,2012
47665,30,8,2012
47666,30,8,2012
47667,30,8,2012
47668,30,8,2012
47669,30,8,2012
47670,30,8,2012
47671,30,8,2012
47672,30,8,2012
47673,30,8,2012
47674,30,8,2012
47675,30,8,2012
47676,30,8,2012
47677,30,8,2012
47678,30,8,2012
47679,30,8,2012
47680,30,8,2012
47681,30,8,2012
47682,30,8,2012
47683,30,8,2012
47684,30,8,2012
47685,30,8,2012
47686,30,8,2012
47687,30,8,2012
47688,30,8,2012
47689,30,8,2012
47690,30,8,2012
47691,30,8,2012
47692,30,8,2012
47693,30,8,2012
47694,30,8,2012
47695,30,8,2012
47696,30,8,2012
47697,30,8,2012
47698,30,8,2012
47699,30,8,2012
47700,30,8,2012
47701,30,8,2012
47702,30,8,2012
47703,30,8,2012
47704,30,8,2012
47705,30,8,2012
47706,30,8,2012
47707,30,8,2012
47708,30,8,2012
47709,30,8,2012
47710,30,8,2012
47711,30,8,2012
47712,30,8,2012
47713,30,8,2012
47714,30,8,2012
47715,30,8,2012
47716,30,8,2012
47717,30,8,2012
47718,30,8,2012
47719,30,8,2012
47720,30,8,2012
47721,30,8,2012
47722,30,8,2012
47723,30,8,2012
47724,30,8,2012
47725,30,8,2012
47726,30,8,2012
47727,30,8,2012
47728,30,8,2012
47729,30,8,2012
47730,30,8,2012
47731,30,8,2012
47732,30,8,2012
47733,30,8,2012
47734,30,8,2012
47735,30,8,2012
47736,30,8,2012
47737,30,8,2012
47738,30,8,2012
47739,31,8,2012
47740,31,8,2012
47741,31,8,2012
47742,31,8,2012
47743,31,8,2012
47744,31,8,2012
47745,31,8,2012
47746,31,8,2012
47747,1,9,2012
47748,1,9,2012
47749,1,9,2012
47750,1,9,2012
47751,1,9,2012
47752,1,9,2012
47753,1,9,2012
47754,2,9,2012
47755,2,9,2012
47756,2,9,2012
47757,2,9,2012
47758,2,9,2012
47759,2,9,2012
47760,2,9,2012
47761,3,9,2012
47762,3,9,2012
47763,3,9,2012
47764,4,9,2012
47765,4,9,2012
47766,4,9,2012
47767,4,9,2012
47768,4,9,2012
47769,4,9,2012
47770,4,9,2012
47771,5,9,2012
47772,5,9,2012
47773,5,9,2012
47774,5,9,2012
47775,5,9,2012
47776,5,9,2012
47777,5,9,2012
47778,6,9,2012
47779,6,9,2012
47780,6,9,2012
47781,6,9,2012
47782,6,9,2012
47783,6,9,2012
47784,6,9,2012
47785,7,9,2012
47786,7,9,2012
47787,7,9,2012
47788,8,9,2012
47789,8,9,2012
47790,8,9,2012
47791,8,9,2012
47792,9,9,2012
47793,9,9,2012
47794,9,9,2012
47795,9,9,2012
47796,9,9,2012
47797,9,9,2012
47798,9,9,2012
47799,10,9,2012
47800,10,9,2012
47801,10,9,2012
47802,10,9,2012
47803,10,9,2012
47804,10,9,2012
47805,10,9,2012
47806,10,9,2012
47807,10,9,2012
47808,10,9,2012
47809,10,9,2012
47810,10,9,2012
47811,11,9,2012
47812,11,9,2012
47813,11,9,2012
47814,11,9,2012
47815,11,9,2012
47816,11,9,2012
47817,11,9,2012
47818,11,9,2012
47819,11,9,2012
47820,11,9,2012
47821,11,9,2012
47822,11,9,2012
47823,11,9,2012
47824,12,9,2012
47825,12,9,2012
47826,12,9,2012
47827,12,9,2012
47828,12,9,2012
47829,12,9,2012
47830,13,9,2012
47831,13,9,2012
47832,13,9,2012
47833,13,9,2012
47834,13,9,2012
47835,13,9,2012
47836,14,9,2012
47837,14,9,2012
47838,14,9,2012
47839,14,9,2012
47840,14,9,2012
47841,14,9,2012
47842,14,9,2012
47843,14,9,2012
47844,14,9,2012
47845,15,9,2012
47846,15,9,2012
47847,15,9,2012
47848,15,9,2012
47849,15,9,2012
47850,15,9,2012
47851,16,9,2012
47852,16,9,2012
47853,16,9,2012
47854,16,9,2012
47855,16,9,2012
47856,16,9,2012
47857,16,9,2012
47858,17,9,2012
47859,17,9,2012
47860,17,9,2012
47861,17,9,2012
47862,17,9,2012
47863,17,9,2012
47864,17,9,2012
47865,17,9,2012
47866,17,9,2012
47867,17,9,2012
47868,17,9,2012
47869,17,9,2012
47870,18,9,2012
47871,18,9,2012
47872,18,9,2012
47873,18,9,2012
47874,18,9,2012
47875,18,9,2012
47876,18,9,2012
47877,18,9,2012
47878,18,9,2012
47879,19,9,2012
47880,19,9,2012
47881,19,9,2012
47882,19,9,2012
47883,19,9,2012
47884,19,9,2012
47885,19,9,2012
47886,19,9,2012
47887,19,9,2012
47888,19,9,2012
47889,20,9,2012
47890,20,9,2012
47891,20,9,2012
47892,20,9,2012
47893,20,9,2012
47894,20,9,2012
47895,20,9,2012
47896,21,9,2012
47897,21,9,2012
47898,21,9,2012
47899,21,9,2012
47900,21,9,2012
47901,21,9,2012
47902,21,9,2012
47903,22,9,2012
47904,22,9,2012
47905,22,9,2012
47906,22,9,2012
47907,22,9,2012
47908,22,9,2012
47909,22,9,2012
47910,22,9,2012
47911,22,9,2012
47912,23,9,2012
47913,23,9,2012
47914,23,9,2012
47915,23,9,2012
47916,23,9,2012
47917,23,9,2012
47918,23,9,2012
47919,24,9,2012
47920,24,9,2012
47921,24,9,2012
47922,24,9,2012
47923,24,9,2012
47924,24,9,2012
47925,24,9,2012
47926,24,9,2012
47927,24,9,2012
47928,25,9,2012
47929,25,9,2012
47930,25,9,2012
47931,26,9,2012
47932,26,9,2012
47933,26,9,2012
47934,26,9,2012
47935,26,9,2012
47936,26,9,2012
47937,27,9,2012
47938,27,9,2012
47939,27,9,2012
47940,27,9,2012
47941,27,9,2012
47942,27,9,2012
47943,28,9,2012
47944,28,9,2012
47945,28,9,2012
47946,28,9,2012
47947,28,9,2012
47948,28,9,2012
47949,28,9,2012
47950,28,9,2012
47951,28,9,2012
47952,28,9,2012
47953,28,9,2012
47954,28,9,2012
47955,29,9,2012
47956,29,9,2012
47957,29,9,2012
47958,29,9,2012
47959,29,9,2012
47960,30,9,2012
47961,30,9,2012
47962,30,9,2012
47963,30,9,2012
47964,30,9,2012
47965,30,9,2012
47966,30,9,2012
47967,30,9,2012
47968,30,9,2012
47969,30,9,2012
47970,30,9,2012
47971,30,9,2012
47972,30,9,2012
47973,30,9,2012
47974,30,9,2012
47975,30,9,2012
47976,30,9,2012
47977,30,9,2012
47978,30,9,2012
47979,30,9,2012
47980,30,9,2012
47981,30,9,2012
47982,30,9,2012
47983,30,9,2012
47984,30,9,2012
47985,30,9,2012
47986,30,9,2012
47987,30,9,2012
